id|cet|struct
2202|雖遂|44o5e3
2203|力遂|25o5e3
2204|兵媚|11c6e3
2205|求位|73o6e3
2206|匹備|12c6e3
2207|平祕|13c6e3
2208|俱位|71o6e3
2209|所類|54o6e3
2210|丘愧|72o6e3
2211|許位|82o6e3
2212|常利|63c5e3
2213|力至|25c5e3
2214|女利|34c6e3
2215|匹寐|12c5e3
2216|魚器|74c6e3
2217|陟利|31c6e3
2218|詰利|72c5e3
2219|直利|33c6e3
2220|彌二|14c5e3
2221|丑利|32c6e3
2222|几利|71c6e3
2223|其冀|73c6e3
2224|其季|73o5e3
2225|七醉|42o5e3
2226|而至|66c5e3
2227|資四|41c5e3
2228|七四|42c5e3
2229|乙兾|81c6e3
2230|息利|44c5e3
2231|去冀|72c6e3
2232|居悸|71o5e3
2233|毗至|13c5e3
2234|香季|82o5e3
2235|必至|11c5e3
2236|秦醉|43o5e3
2237|徒四|23c5e3
2238|虚器|82c6e3
2239|羊至|85c5e3
2240|神至|65c5e3
2241|疾二|43c5e3
2242|直類|33o6e3
2243|尺類|62o5e3
2244|以醉|85o5e3
2245|火季|82o5e3
2246|追萃|31o6e3
2247|充自|62c5e3
2248|矢利|64c5e3
2249|楚愧|52o6e3
2250|釋類|64o5e3
2251|職吏|61c4e3
2252|直吏|33c4e3
2253|祥吏|45c4e3
2254|七吏|42c4e3
2255|相吏|44c4e3
2256|式吏|64c4e3
2257|側吏|51c4e3
2258|力置|25c4e3
2259|疾置|43c4e3
2260|丑吏|32c4e3
2261|仍吏|66c4e3
2262|踈吏|54c4e3
2263|初吏|52c4e3
2264|羊吏|85c4e3
2265|陟吏|31c4e3
2266|時吏|63c4e3
2267|鉏吏|53c4e3
2268|渠記|73c4e3
2269|昌志|62c4e3
2270|於記|81c4e3
2271|居吏|71c4e3
2272|許記|82c4e3
2273|魚記|74c4e3
2274|去吏|72c4e3
2275|無沸|14o3e3
2276|居胃|71o3e3
2277|于貴|84o3e3
2278|魚貴|74o3e3
2279|方味|11o3e3
2280|芳未|12o3e3
2281|丘畏|72o3e3
2282|於胃|81o3e3
2283|許貴|82o3e3
2284|扶沸|13o3e3
2285|居豙|71c3e3
2286|魚旣|74c3e3
2287|去旣|72c3e3
2288|許旣|82c3e3
2289|其旣|73c3e3
2290|於旣|81c3e3
2291|牛倨|74c4f3
2292|良倨|25c4f3
2293|居御|71c4f3
2294|七慮|42c4f3
2295|丘倨|72c4f3
2296|常恕|63c4f3
2297|商署|64c4f3
2298|陟慮|31c4f3
2299|章恕|61c4f3
2300|所去|54c4f3
2301|依倨|81c4f3
2302|遟倨|33c4f3
2303|其據|73c4f3
2304|息據|44c4f3
2305|牀據|53c4f3
2306|將預|41c4f3
2307|莊助|51c4f3
2308|人恕|66c4f3
2309|羊洳|85c4f3
2310|許御|82c4f3
2311|尼據|34c4f3
2312|瘡據|52c4f3
2313|昌據|62c4f3
2314|抽據|32c4f3
2315|徐預|45c4f3
2316|牛具|74o4g3
2317|衣遇|81o4g3
2318|常句|63o4g3
2319|持遇|33o4g3
2320|符遇|13o4g3
2321|之戍|61o4g3
2322|九遇|71o4g3
2323|香句|82o4g3
2324|傷遇|64o4g3
2325|羊戍|85o4g3
2326|而遇|66o4g3
2327|芳遇|12o4g3
2328|亡遇|14o4g3
2329|子句|41o4g3
2330|其遇|73o4g3
2331|王遇|84o4g3
2332|才句|43o4g3
2333|色句|54o4g3
2334|方遇|11o4g3
2335|七句|42o4g3
2336|中句|31o4g3
2337|區遇|72o4g3
2338|芻注|52o4g3
2339|丑注|32o4g3
2340|思句|44o4g3
2341|良遇|25o4g3
2342|莫故|14c1g3
2343|徒故|23c1g3
2344|洛故|25c1g3
2345|當故|21c1g3
2346|湯故|22c1g3
2347|古暮|71c1g3
2348|五故|74c1g3
2349|胡誤|83c1g3
2350|桑故|44c1g3
2351|昨誤|43c1g3
2352|乃故|24c1g3
2353|愽故|11c1g3
2354|烏路|81c1g3
2355|普故|12c1g3
2356|倉故|42c1g3
2357|苦故|72c1g3
2358|薄故|13c1g3
2359|荒故|82c1g3
2360|臧祚|41c1g3
2361|子計|41c7i3
2362|都計|21c7i3
2363|在詣|43c7i3
2364|他計|22c7i3
2365|特計|23c7i3
2366|七計|42c7i3
2367|蘇計|44c7i3
2368|五計|74c7i3
2369|古詣|71c7i3
2370|胡計|83c7i3
2371|苦計|72c7i3
2372|於計|81c7i3
2373|莫計|14c7i3
2374|博計|11c7i3
2375|胡桂|83o7i3
2376|古惠|71o7i3
2377|呼惠|82o7i3
2378|匹詣|12c7i3
2379|蒲計|13c7i3
2380|郎計|25c7i3
2381|丑戾|32c7i3
2382|奴計|24c7i3
2383|呼計|82c7i3
2384|子例|41c5i3
2385|相銳|44o5i3
2386|于歲|84o6i3
2387|而銳|66o5i3
2388|之銳|61o5i3
2389|山芮|54o6i3
2390|此芮|42o5i3
2391|以芮|85o5i3
2392|陟衛|31o6i3
2393|舒芮|64o5i3
2394|毗祭|13c5i3
2395|楚稅|52o6i3
2396|祥歲|45o5i3
2397|必袂|11c5i3
2398|居衛|71o6i3
2399|彌獘|14c5i3
2400|所例|54c6i3
2401|尺制|62c5i3
2402|征例|61c5i3
2403|時制|63c5i3
2404|餘制|85c5i3
2405|於罽|81c6i3
2406|魚祭|74c5i3
2407|直例|33c6i3
2408|力制|25c5i3
2409|去例|72c6i3
2410|舒制|64c5i3
2411|居例|71c6i3
2412|竹例|31c6i3
2413|其憩|73c6i3
2414|甞芮|63o5i3
2415|丑例|32c6i3
2416|除芮|33o6i3
2417|牛例|74c6i3
2418|子芮|41o5i3
2419|匹蔽|12c5i3
2420|丘吠|72o3h3
2421|呼吠？|82o3h3
2422|他蓋|22c1h3
2423|古太|71c1h3
2424|五蓋|74c1h3
2425|於蓋|81c1h3
2426|奴帶|24c1h3
2427|徒蓋|23c1h3
2428|胡蓋|83c1h3
2429|當蓋|21c1h3
2430|愽蓋|11c1h3
2431|普蓋|12c1h3
2432|黃外|83o1h3
2433|杜外|23o1h3
2434|古外|71o1h3
2435|祖外|41o1h3
2436|呼會|82o1h3
2437|苦會|72o1h3
2438|郎外|25o1h3
2439|五會|74o1h3
2440|丁外|21o1h3
2441|烏外|81o1h3
2442|才外|43o1h3
2443|先外|44o1h3
2444|麤最|42o1h3
2445|蒲蓋|13c1h3
2446|苦蓋|72c1h3
2447|倉大|42c1h3
2448|落蓋|25c1h3
2449|呼艾|82c1h3
2450|他外|22o1h3
2451|莫貝|14c1h3
2452|七外|42o1h3
2453|古賣|71o2j3
2454|古隘|71c2j3
2455|烏懈|81c2j3
2456|胡懈|83c2j3
2457|莫懈|14c2j3
2458|胡卦|83o2j3
2459|楚懈|52c2j3
2460|五懈|74c2j3
2461|火懈|82c2j3
2462|方卦|11c2j3
2463|傍卦|13c2j3
2464|士懈|53c2j3
2465|匹卦|12c2j3
2466|側賣|51c2j3
2467|苦賣|72c2j3
2468|所賣|54c2j3
2469|呼卦|82o2j3
2470|方賣|11c2j3
2471|竹賣|31o2j3
2472|古壞|71o2i3
2473|烏界|81c2i3
2474|側界|51c2i3
2475|古拜|71c2i3
2476|女介|34c2i3
2477|許介|82c2i3
2478|胡介|83c2i3
2479|五介|74c2i3
2480|苦怪|72o2i3
2481|博怪|11c2i3
2482|普拜|12c2i3
2483|胡怪|83o2i3
2484|五怪|74o2i3
2485|蒲拜|13c2i3
2486|莫拜|14c2i3
2487|火怪|82o2i3
2488|所拜|54c2i3
2489|苦戒|72c2i3
2490|辿怪|32o2i3
2491|古賣|71o2h3
2492|苦夬|72o2h3
2493|莫話|14c2h3
2494|下快|83o2h3
2495|薄邁|13c2h3
2496|烏快|81o2h3
2497|楚夬|52o2h3
2498|古喝|71c2h3
2499|丑犗|32c2h3
2500|於犗|81c2h3
2501|所犗|54c2h3
2502|除邁|33c2h3
2503|火犗|82c2h3
2504|火夬|82o2h3
2505|補邁|11c2h3
2506|倉夬|42o2h3
2507|犲夬|53c2h3
2508|何犗|83c2h3
2509|徒對|23o1i3
2510|蒲昧|13o1i3
2511|莫佩|14o1i3
2512|滂佩|12o1i3
2513|荒内|82o1i3
2514|都隊|21o1i3
2515|七内|42o1i3
2516|子對|41o1i3
2517|烏繢|81o1i3
2518|他内|22o1i3
2519|古對|71o1i3
2520|胡對|83o1i3
2521|苦對|72o1i3
2522|蘇内|44o1i3
2523|奴對|24o1i3
2524|盧對|25o1i3
2525|補妹|11o1i3
2526|五對|74o1i3
2527|胡輩|83o1i3
2528|徒耐|23c1i3
2529|作代|41c1i3
2530|莫代|14c1i3
2531|先代|44c1i3
2532|他代|22c1i3
2533|古代|71c1i3
2534|苦蓋|72c1i3
2535|五漑|74c1i3
2536|烏代|81c1i3
2537|胡槩|83c1i3
2538|奴代|24c1i3
2539|都代|21c1i3
2540|落代|25c1i3
2541|倉代|42c1i3
2542|昨代|43c1i3
2543|海愛|82c1i3
2544|方肺|11o3h3
2545|方廢?|12o3h3
2546|於廢|81o3h3
2547|符廢|13o3h3
2548|許穢|82o3h3
2549|渠穢|73o3h3
2550|魚肺|74c3h3
2551|章刃|61c5k3
2552|息晉|44c5k3
2553|而振|66c5k3
2554|羊晉|85c5k3
2555|良刃|25c5k3
2556|必刃|11c5k3
2557|直刃|33c6k3
2558|時刃|63c5k3
2559|試刃|64c5k3
2560|去刃|72c6k3
2561|徐刃|45c5k3
2562|魚覲|74c6k3
2563|即刃|41c5k3
2564|許覲|82c6k3
2565|陟刃|31c6k3
2566|渠遴|73c6k3
2567|初覲|52c6l3
2568|於刃|81c5k3
2569|丑刃|32c6k3
2570|撫刃|12c5k3
2571|七遴|42c5k3
2572|羌印|72c5k3
2573|九峻|71o5k3
2574|之閏|61o5k3
2575|私閏|44o5k3
2576|辭閏|45o5k3
2577|子峻|41o5k3
2578|舒閏|64o5k3
2579|如順|66o5k3
2580|食閏|65o5k3
2581|亡運|14o3k3
2582|王問|84o3k3
2583|許運|82o3k3
2584|匹問|12o3k3
2585|方問|11o3k3
2586|於問|81o3k3
2587|居運|71o3k3
2588|渠運|73o3k3
2589|扶問|13o3k3
2590|香靳|82c3k3
2591|居焮|71c3k3
2592|巨靳|73c3k3
2593|於靳|81c3k3
2594|吾靳|74c3k3
2595|魚怨|74o3m3
2596|於願|81o3m3
2597|方願|11o3m3
2598|去願|72o3m3
2599|無販|14o3m3
2600|符万|13o3m3
2601|芳万|12o3m3
2602|居万|71c3m3
2603|於建|81c3m3
2604|許建|82c3m3
2605|虚願|82o3m3
2606|渠建|73c3m3
2607|芳万|12o3m3
2608|于願|84o3m3
2609|語偃|74c3m3
2610|臼万|73o3m3
2611|居願|71o3m3
2612|胡困|83o1k3
2613|都困|21o1k3
2614|蘇困|44o1k3
2615|苦悶|72o1k3
2616|奴困|24o1k3
2617|烏困|81o1k3
2618|莫困|14o1k3
2619|徂悶|43o1k3
2620|古困|71o1k3
2621|普悶|12o1k3
2622|徒困|23o1k3
2623|倉困|42o1k3
2624|蒲悶|13o1k3
2625|五困|74o1k3
2626|盧困|25o1k3
2627|甫悶|11o1k3
2628|呼悶|82o1k3
2629|子寸|41o1k3
2630|胡艮|83c1k3
2631|古恨|71c1k3
2632|五恨|74c1k3
2633|烏恨|81c1k3
2634|侯旰|83c1m3
2635|他旦|22c1m3
2636|烏旰|81c1m3
2637|得按|21c1m3
2638|徒案|23c1m3
2639|古案|71c1m3
2640|五旰|74c1m3
2641|苦旰|72c1m3
2642|呼旰|82c1m3
2643|郎旰|25c1m3
2644|奴案|24c1m3
2645|蒼案|42c1m3
2646|蘇旰|44c1m3
2647|則旰|41c1m3
2648|徂賛|43c1m3
2649|胡玩|83o1m3
2650|子筭|41o1m3
2651|烏貫|81o1m3
2652|古玩|71o1m3
2653|七亂|42o1m3
2654|五換|74o1m3
2655|徒玩|23o1m3
2656|郎段|25o1m3
2657|丁貫|21o1m3
2658|通貫|22o1m3
2659|火貫|82o1m3
2660|蘇貫|44o1m3
2661|莫半|14o1m3
2662|博慢?|11o1m3
2663|普半|12o1m3
2664|薄半|13o1m3
2665|奴亂|24o1m3
2666|在玩|43o1m3
2667|口喚|72o1m3
2668|古晏|71c2m3
2669|五晏|74c2m3
2670|烏澗|81c2m3
2671|所晏|54c2m3
2672|下晏|83c2m3
2673|謨晏|14c2m3
2674|烏患|81o2m3
2675|胡慣|83o2m3
2676|古患|71o2m3
2677|生患|54o2m3
2678|初患|52o2m3
2679|五患|74o2m3
2680|士諫|53c2m3
2681|普患|12c2m3
2682|女患|34o2m3
2683|初鴈|52c2m3
2684|丑晏|32c2m3
2685|古莧|71c2n3
2686|侯襇|83c2n3
2687|蒲莧|13c2n3
2688|匹莧|12c2n3
2689|胡辨|83o2n3
2690|亡莧|14c2n3
2691|丈莧|33c2n3
2692|脯幻|11c2n3
2693|古幻|71o2n3
2694|蘇佃|44c7n3
2695|倉甸|42c7n3
2696|許縣|82o7n3
2697|黃練|83o7n3
2698|古縣|71o7n3
2699|堂練|23c7n3
2700|他甸|22c7n3
2701|郎甸|25c7n3
2702|古電|71c7n3
2703|奴甸|24c7n3
2704|苦甸|72c7n3
2705|胡甸|83c7n3
2706|吾甸|74c7n3
2707|於甸|81c7n3
2708|作甸|41c7n3
2709|莫甸|14c7n3
2710|普麵|12c7n3
2711|在甸|43c7n3
2712|烏縣|81o7n3
2713|都甸|21c7n3
2714|呼甸|82c7n3
2715|私箭|44c5n3
2716|之膳|61c5n3
2717|時戰|63c5n3
2718|魚變|74c6n3
2719|去戰|72c5n3
2720|吉掾|71o5n3
2721|王眷|84o6n3
2722|彌箭|14c5n3
2723|尺絹|62o5n3
2724|以絹|85o5n3
2725|陟扇|31c6n3
2726|人絹|66o5n3
2727|子賤|41c5n3
2728|昌戰|62c5n3
2729|式戰|64c5n3
2730|於扇|81c5n3
2731|居倦|71o6n3
2732|渠卷|73o6n3
2733|力卷|25o5n3
2734|丑戀|32o6n3
2735|彼眷|11c6n3
2736|所眷|54o6n3
2737|七絹|42o5n3
2738|皮變|13c6n3
2739|辝戀|45o5n3
2740|息眷|44o5n3
2741|士戀|53o6n3
2742|莊眷|51o6n3
2743|直戀|33o6n3
2744|才線|43c5n3
2745|似面|45c5n3
2746|匹戰|12c5n3
2747|時釧|63o5n3
2748|女箭|34c6n3
2749|知戀|31o6n3
2750|于線？|85c5n3
2751|婢面|13c5n3
2752|持碾|33c6n3
2753|連彦|25c5n3
2754|區倦|72o6n3
2755|之囀|61o5n3
2756|方見|11c7n3
2757|蘇弔|44c7o3
2758|他弔|22c7o3
2759|多嘯|21c7o3
2760|古弔|71c7o3
2761|奴弔|24c7o3
2762|徒弔|23c7o3
2763|苦弔|72c7o3
2764|力弔|25c7o3
2765|五弔|74c7o3
2766|烏叫|81c7o3
2767|火弔|82c7o3
2768|私妙|44c5o3
2769|之少|61c5o3
2770|弋照|85c5o3
2771|於笑|81c5o3
2772|直照|33c6o3
2773|寔照|63c5o3
2774|渠廟|73c6o3
2775|匹妙|12c5o3
2776|才笑|43c5o3
2777|彌笑|14c5o3
2778|七肖|42c5o3
2779|力照|25c5o3
2780|丘召|72c6o3
2781|牛召|74c6o3
2782|子肖|41c5o3
2783|眉召|14c6o3
2784|毗召|13c5o3
2785|失照|64c5o3
2786|丑召|32c6o3
2787|方廟|11c6o3
2788|巨要|73c5o3
2789|人要|66c5o3
2790|胡敎|83c2o3
2791|古孝|71c2o3
2792|呼敎|82c2o3
2793|都敎|31c2o3
2794|北敎|11c2o3
2795|苦敎|72c2o3
2796|莫敎|14c2o3
2797|匹皃|12c2o3
2798|丑敎|32c2o3
2799|所敎|54c2o3
2800|直敎|33c2o3
2801|奴敎|34c2o3
2802|側敎|51c2o3
2803|防敎|13c2o3
2804|初敎|52c2o3
2805|於敎|81c2o3
2806|五敎|74c2o3
2807|士稍|53c2o3
2808|胡倒|83c1o3
2809|徒到|23c1o3
2810|都導|21c1o3
2811|古到|71c1o3
2812|五到|74c1o3
2813|莫報|14c1o3
2814|郎到|25c1o3
2815|七到|42c1o3
2816|薄報|13c1o3
2817|博耗|11c1o3
2818|在到|43c1o3
2819|烏到|81c1o3
2820|蘇到|44c1o3
2821|苦到|72c1o3
2822|則到|41c1o3
2823|呼到|82c1o3
2824|那到|24c1o3
2825|古賀|71c1p3
2826|胡箇|83c1p3
2827|則箇|41c1p3
2828|丁佐|21c1p3
2829|郎佐|25c1p3
2830|口箇|72c1p3
2831|五个|74c1p3
2832|唐佐|23c1p3
2833|奴箇|24c1p3
2834|蘇箇|44c1p3
2835|呼箇|82c1p3
2836|吐邏|22c1p3
2837|古卧|71o1p3
2838|胡卧|83o1p3
2839|則卧|41o1p3
2840|苦卧|72o1p3
2841|湯卧|22o1p3
2842|補過|11o1p3
2843|麤卧|42o1p3
2844|摸卧|14o1p3
2845|乃卧|24o1p3
2846|普過|12o1p3
2847|徂卧|43o1p3
2848|吾貨|74o1p3
2849|千過|42o1p3
2850|呼臥|82o1p3
2851|徒臥|23o1p3
2852|符臥|13o1p3
2853|魯過|25o1p3
2854|都唾|21o1p3
2855|七過|42o1p3
2856|先臥|44o1p3
2857|安賀|81c1p3
2858|烏臥|81o1p3
2859|莫駕|14c2q3
2860|古訝|71c2q3
2861|衣嫁|81c2q3
2862|呼訝|82c2q3
2863|吾駕|74c2q3
2864|丑亞|32c2q3
2865|陟駕|31c2q3
2866|側駕|51c2q3
2867|鋤駕|53c2q3
2868|辝夜|45c4q3
2869|枯駕|72c2q3
2870|胡駕|83c2q3
2871|慈夜|43c4q3
2872|羊謝|85c4q3
2873|充夜|62c4q3
2874|司夜|44c4q3
2875|之夜|61c4q3
2876|子夜|41c4q3
2877|始夜|64c4q3
2878|神夜|65c4q3
2879|必駕|11c2q3
2880|普駕|12c2q3
2881|胡化|83o2q3
2882|呼霸|82o2q3
2883|苦化|72o2q3
2884|所化|54o2q3
2885|白駕|13c2q3
2886|乃亞|24c2q3
2887|遷謝|42c4q3
2888|所嫁|54c2q3
2889|古罵|71o2q3
2890|除駕|33c2q3
2891|五化|74o2q3
2892|烏㕦|81o2q3
2893|餘亮|85c4r3
2894|力讓|25c4r3
2895|鋤亮|53c4r3
2896|人樣|66c4r3
2897|式亮|64c4r3
2898|知亮|31c4r3
2899|丑亮|32c4r3
2900|許亮|82c4r3
2901|直亮|33c4r3
2902|女亮|34c4r3
2903|疾亮|43c4r3
2904|之亮|61c4r3
2905|時亮|63c4r3
2906|側亮|51c4r3
2907|於亮|81c4r3
2908|其亮|73c4r3
2909|尺亮|62c4r3
2910|初亮|52c4r3
2911|子亮|41c4r3
2912|魚向|74c4r3
2913|敷亮|12o4r3
2914|巫放|14o4r3
2915|許訪|82o4r3
2916|居況|71o4r3
2917|于放|84o4r3
2918|甫妄|11o4r3
2919|息亮|44c4r3
2920|居亮|71c4r3
2921|丘亮|72c4r3
2922|七亮|42c4r3
2923|渠放|73o4r3
2924|符況|13o4r3
2925|徒浪|23c1r3
2926|來宕|25c1r3
2927|下浪|83c1r3
2928|烏浪|81c1r3
2929|五浪|74c1r3
2930|則浪|41c1r3
2931|蒲浪|13c1r3
2932|徂浪|43c1r3
2933|丁浪|21c1r3
2934|苦浪|72c1r3
2935|補曠|11c1r3
2936|他浪|22c1r3
2937|苦謗|72o1r3
2938|奴浪|24c1r3
2939|蘇浪|44c1r3
2940|乎曠|83o1r3
2941|古曠|71o1r3
2942|古浪|71c1r3
2943|呼浪|82o1r3
2944|莫浪|14c1r3
2945|烏浪|81o1r3
2946|於敬|81c3s3
2947|居慶|71c3s3
2948|渠敬|73c3s3
2949|丘敬|72c3s3
2950|古孟|71c2s3
2951|眉病|14c3s3
2952|皮命|13c3s3
2953|莫更|14c2s3
2954|戸孟|83o2s3
2955|陂病|11c3s3
2956|爲命|84o3s3
2957|下更|83c2s3
2958|於孟|81c2s3
2959|楚敬|52c2s3
2960|猪孟|31c2s3
2961|他孟|32c2s3
2962|北孟|11c2s3
2963|除更|33c2s3
2964|所敬|54c2s3
2965|魚敬|74c3s3
2966|蒲孟|13c2s3
2967|許更|82c2s3
2968|烏橫|81o2s3
2969|側迸|51c2t3
2970|北諍|11c2t3
2971|蒲迸|13c2t3
2972|鷖迸|81c2t3
2973|五爭|74c2t3
2974|呼迸|82o2t3
2975|居正|71c4t3
2976|七政|42c4t3
2977|之盛|61c4t3
2978|式正|64c4t3
2979|直正|33c4t3
2980|丑鄭|32c4t3
2981|息正|44c4t3
2982|力政|25c4t3
2983|匹正|12c4t3
2984|休正|82o4t3
2985|畀政|11c4t3
2986|防正|13c4t3
2987|疾政|43c4t3
2988|承正|63c4t3
2989|彌正|14c4t3
2990|墟正|72c4t3
2991|許令|82c4t3
2992|子姓|41c4t3
2993|古定|71c7t3
2994|乃定|24c7t3
2995|蘇佞|44c7t3
2996|胡定|83c7t3
2997|徒徑|23c7t3
2998|丁定|21c7t3
2999|苦定|72c7t3
3000|他定|22c7t3
3001|千定|42c7t3
3002|莫定|14c7t3
3003|烏定|81c7t3
3004|郎定|25c7t3
3005|諸應|61c4u3
3006|以證|85c4u3
3007|實證|65c4u3
3008|而證|66c4u3
3009|於證|81c4u3
3010|子孕|41c4u3
3011|許應|82c4u3
3012|詩證|64c4u3
3013|丈證|33c4u3
3014|黑甑|82c4u3
3015|皮證|13c4u3
3016|昌孕|62c4u3
3017|牛𩜁|74c4u3
3018|常證|63c4u3
3019|丑證|32c4u3
3020|其𩜁|73c4u3
3021|都鄧|21c1u3
3022|昨亘|43c1u3
3023|古鄧|71c1u3
3024|千鄧|42c1u3
3025|徒亘|23c1u3
3026|武亘|14c1u3
3027|方隥|11c1u3
3028|父亘|13c1u3
3029|魯鄧|25c1u3
3030|子鄧|41c1u3
3031|思贈|44c1u3
3032|台鄧|22c1u3
3033|于救|84c4v3
3034|居祐|71c4v3
3035|直祐|33c4v3
3036|陟救|31c4v3
3037|舒救|64c4v3
3038|尺救|62c4v3
3039|似祐|45c4v3
3040|許救|82c4v3
3041|職救|61c4v3
3042|巨救|73c4v3
3043|所佑|54c4v3
3044|側救|51c4v3
3045|敷救|12c4v3
3046|初救|52c4v3
3047|方副|11c4v3
3048|丑救|32c4v3
3049|力救|25c4v3
3050|息救|44c4v3
3051|即救|41c4v3
3052|鋤佑|53c4v3
3053|疾僦|43c4v3
3054|女救|34c4v3
3055|扶富|13c4v3
3056|余救|85c4v3
3057|承呪|63c4v3
3058|人又|66c4v3
3059|亡救|14c4v3
3060|牛救|74c4v3
3061|丘救|72c4v3
3062|七溜|42c4v3
3063|胡遘|83c1v3
3064|苦候|72c1v3
3065|莫候|14c1v3
3066|匹候|12c1v3
3067|田候|23c1v3
3068|都豆|21c1v3
3069|奴豆|24c1v3
3070|蘇奏|44c1v3
3071|則候|41c1v3
3072|他候|22c1v3
3073|烏候|81c1v3
3074|古候|71c1v3
3075|倉奏|42c1v3
3076|盧候|25c1v3
3077|呼漏|82c1v3
3078|蒲候|13c1v3
3079|五遘|74c1v3
3080|才奏|43c1v3
3081|伊謬|81c4w3
3082|靡幼|14c4w3
3083|丘謬|72c4w3
3084|巨幼|73c4w3
3085|七鴆|42c5x3
3086|子鴆|41c5x3
3087|汝鴆|66c5x3
3088|直禁|33c6x3
3089|之任|61c5x3
3090|巨禁|73c6x3
3091|居蔭|71c6x3
3092|乃禁|34c6x3
3093|於禁|81c6x3
3094|所禁|54c6x3
3095|丑禁|32c6x3
3096|莊蔭|51c6x3
3097|楚譖|52c6x3
3098|宜禁|74c6x3
3099|知鴆|31c6x3
3100|良鴆|25c5x3
3101|時鴆|63c5x3
3102|于禁|84c6x3
3103|式禁|64c5x3
3104|苦紺|72c1z3
3105|古暗|71c1z3
3106|胡紺|83c1z3
3107|烏紺|81c1z3
3108|他紺|22c1z3
3109|蘇紺|44c1z3
3110|七紺|42c1z3
3111|徒紺|23c1z3
3112|五紺|74c1z3
3113|丁紺|21c1z3
3114|奴紺|24c1z3
3115|郎紺|25c1z3
3116|呼紺|82c1z3
3117|作紺|41c1z3
3118|苦濫|72c1y3
3119|盧𣊟|25c1y3
3120|吐濫|22c1y3
3121|古蹔|71c1y3
3122|呼濫|82c1y3
3123|下瞰|83c1y3
3124|徒濫|23c1y3
3125|藏濫|43c1y3
3126|都濫|21c1y3
3127|蘇暫|44c1y3
3128|以贍|85c5z3
3129|時豔|63c5z3
3130|而豔|66c5z3
3131|於豔|81c5z3
3132|方驗|11c6z3
3133|魚窆|74c6z3
3134|舒贍|64c5z3
3135|子豔|41c5z3
3136|七豔|42c5z3
3137|力驗|25c5z3
3138|丑豔|32c6z3
3139|昌豔|62c5z3
3140|於驗|81c6z3
3141|慈豔|43c5z3
3142|章豔|61c5z3
3143|他念|22c7z3
3144|奴店|24c7z3
3145|都念|21c7z3
3146|先念|44c7z3
3147|徒念|23c7z3
3148|紀念|71c7z3
3149|於念|81c7z3
3150|子念|41c7z3
3151|漸念|43c7z3
3152|古念|71c7z3
3153|苦念|72c7z3
3154|力念|25c7z3
3155|魚欠|74c3y3
3156|許欠|82c3y3
3157|丘釅|72c3y3
3158|亡劔|14o3z3
3159|戸韽|83c2z3
3160|於陷|81c2z3
3161|莊陷|51c2z3
3162|陟陷|31c2z3
3163|口陷|72c2z3
3164|佇陷|33c2z3
3165|仕陷|53c2z3
3166|公陷|71c2z3
3167|尼賺|34c2z3
3168|玉陷|74c2z3
3169|格懺|71c2y3
3170|楚鑑|52c2y3
3171|子鑑|51c2y3
3172|所鑑|54c2y3
3173|許鑑|82c2y3
3174|蒲鑑|13c2y3
3175|胡懺|83c2y3
3176|士懺|53c2y3
3177||81c2y3
3178|扶泛|13o3z3
3179|孚梵|12o3z3
3180|居欠|71c3y3
3181|去劔|72c3y3
3182|於劔|81c3y3
3183|烏谷|81c1a4
3184|徒谷|23c1a4
3185|古禄|71c1a4
3186|胡谷|83c1a4
3187|空谷|72c1a4
3188|他谷|22c1a4
3189|丁木|21c1a4
3190|桑谷|44c1a4
3191|盧谷|25c1a4
3192|呼木|82c1a4
3193|昨木|43c1a4
3194|千木|42c1a4
3195|作木|41c1a4
3196|蒲木|13c1a4
3197|普木|12c1a4
3198|博木|11c1a4
3199|莫卜|14c1a4
3200|方六|11c4a4
3201|房六|13c4a4
3202|所六|54c4a4
3203|力竹|25c4a4
3204|直六|33c4a4
3205|居六|71c4a4
3206|驅匊|72c4a4
3207|殊六|63c4a4
3208|昌六|62c4a4
3209|余六|85c4a4
3210|渠竹|73c4a4
3211|七宿|42c4a4
3212|如六|66c4a4
3213|之六|61c4a4
3214|式竹|64c4a4
3215|許竹|82c4a4
3216|張六|31c4a4
3217|子六|41c4a4
3218|初六|52c4a4
3219|女六|34c4a4
3220|側六|51c4a4
3221|芳福|12c4a4
3222|於六|81c4a4
3223|息逐|44c4a4
3224|莫六|14c4a4
3225|于六|84c4a4
3226|丑六|32c4a4
3227|魚菊|74c4a4
3228|才六|43c4a4
3229|烏酷|81c1b4
3230|徒沃|23c1b4
3231|冬毒|21c1b4
3232|苦沃|72c1b4
3233|胡沃|83c1b4
3234|蒲沃|13c1b4
3235|先篤|44c1b4
3236|古沃|71c1b4
3237|莫沃|14c1b4
3238|火酷|82c1b4
3239|内沃|24c1b4
3240|將毒|41c1b4
3241|博沃|11c1b4
3242|盧毒|25c1b4
3243|五沃|74c1b4
3244|之欲|61c4b4
3245|魚欲|74c4b4
3246|許玉|82c4b4
3247|居玉|71c4b4
3248|渠玉|73c4b4
3249|市玉|63c4b4
3250|尺玉|62c4b4
3251|而蜀|66c4b4
3252|書玉|64c4b4
3253|余蜀|85c4b4
3254|直録|33c4b4
3255|力玉|25c4b4
3256|丘玉|72c4b4
3257|陟玉|31c4b4
3258|即玉|41c4b4
3259|神蜀|65c4b4
3260|房玉|13c4b4
3261|七玉|42c4b4
3262|似足|45c4b4
